23_24,eng_prem_league,Manchester City,https://fbref.com/en/squads/b8fd03ef/2023-2024/Manchester-City-Stats
23_24,eng_prem_league,Arsenal,https://fbref.com/en/squads/18bb7c10/2023-2024/Arsenal-Stats
23_24,eng_prem_league,Liverpool,https://fbref.com/en/squads/822bd0ba/2023-2024/Liverpool-Stats
23_24,eng_prem_league,Aston Villa,https://fbref.com/en/squads/8602292d/2023-2024/Aston-Villa-Stats
23_24,eng_prem_league,Tottenham,https://fbref.com/en/squads/361ca564/2023-2024/Tottenham-Hotspur-Stats
23_24,eng_prem_league,Chelsea,https://fbref.com/en/squads/cff3d9bb/2023-2024/Chelsea-Stats
23_24,eng_prem_league,Newcastle Utd,https://fbref.com/en/squads/b2b47a98/2023-2024/Newcastle-United-Stats
23_24,eng_prem_league,Manchester Utd,https://fbref.com/en/squads/19538871/2023-2024/Manchester-United-Stats
23_24,eng_prem_league,West Ham,https://fbref.com/en/squads/7c21e445/2023-2024/West-Ham-United-Stats
23_24,eng_prem_league,Crystal Palace,https://fbref.com/en/squads/47c64c55/2023-2024/Crystal-Palace-Stats
23_24,eng_prem_league,Brighton,https://fbref.com/en/squads/d07537b9/2023-2024/Brighton-and-Hove-Albion-Stats
23_24,eng_prem_league,Bournemouth,https://fbref.com/en/squads/4ba7cbea/2023-2024/Bournemouth-Stats
23_24,eng_prem_league,Fulham,https://fbref.com/en/squads/fd962109/2023-2024/Fulham-Stats
23_24,eng_prem_league,Wolves,https://fbref.com/en/squads/8cec06e1/2023-2024/Wolverhampton-Wanderers-Stats
23_24,eng_prem_league,Everton,https://fbref.com/en/squads/d3fd31cc/2023-2024/Everton-Stats
23_24,eng_prem_league,Brentford,https://fbref.com/en/squads/cd051869/2023-2024/Brentford-Stats
23_24,eng_prem_league,Nott'ham Forest,https://fbref.com/en/squads/e4a775cb/2023-2024/Nottingham-Forest-Stats
23_24,eng_prem_league,Luton Town,https://fbref.com/en/squads/e297cd13/2023-2024/Luton-Town-Stats
23_24,eng_prem_league,Burnley,https://fbref.com/en/squads/943e8050/2023-2024/Burnley-Stats
23_24,eng_prem_league,Sheffield Utd,https://fbref.com/en/squads/1df6b87e/2023-2024/Sheffield-United-Stats
23_24,eng_championship,Leicester City,https://fbref.com/en/squads/a2d435b3/2023-2024/Leicester-City-Stats
23_24,eng_championship,Ipswich Town,https://fbref.com/en/squads/b74092de/2023-2024/Ipswich-Town-Stats
23_24,eng_championship,Leeds United,https://fbref.com/en/squads/5bfb9659/2023-2024/Leeds-United-Stats
23_24,eng_championship,Southampton,https://fbref.com/en/squads/33c895d4/2023-2024/Southampton-Stats
23_24,eng_championship,West Brom,https://fbref.com/en/squads/60c6b05f/2023-2024/West-Bromwich-Albion-Stats
23_24,eng_championship,Norwich City,https://fbref.com/en/squads/1c781004/2023-2024/Norwich-City-Stats
23_24,eng_championship,Hull City,https://fbref.com/en/squads/bd8769d1/2023-2024/Hull-City-Stats
23_24,eng_championship,Middlesbrough,https://fbref.com/en/squads/7f59c601/2023-2024/Middlesbrough-Stats
23_24,eng_championship,Coventry City,https://fbref.com/en/squads/f7e3dfe9/2023-2024/Coventry-City-Stats
23_24,eng_championship,Preston,https://fbref.com/en/squads/22df8478/2023-2024/Preston-North-End-Stats
23_24,eng_championship,Bristol City,https://fbref.com/en/squads/93493607/2023-2024/Bristol-City-Stats
23_24,eng_championship,Cardiff City,https://fbref.com/en/squads/75fae011/2023-2024/Cardiff-City-Stats
23_24,eng_championship,Millwall,https://fbref.com/en/squads/e3c537a1/2023-2024/Millwall-Stats
23_24,eng_championship,Swansea City,https://fbref.com/en/squads/fb10988f/2023-2024/Swansea-City-Stats
23_24,eng_championship,Watford,https://fbref.com/en/squads/2abfe087/2023-2024/Watford-Stats
23_24,eng_championship,Sunderland,https://fbref.com/en/squads/8ef52968/2023-2024/Sunderland-Stats
23_24,eng_championship,Stoke City,https://fbref.com/en/squads/17892952/2023-2024/Stoke-City-Stats
23_24,eng_championship,QPR,https://fbref.com/en/squads/a757999c/2023-2024/Queens-Park-Rangers-Stats
23_24,eng_championship,Blackburn,https://fbref.com/en/squads/e090f40b/2023-2024/Blackburn-Rovers-Stats
